datetime,daily_active_addresses,network_growth,age_destroyed,average_token_age_consumed_in_days,transaction_volume,velocity,circulation_1d,daily_active_deposits,github_activity,exchange_funds_flow,priceBtc,priceUsd
2019-03-16,606.0,180.0,41917576.635833554,15.9244383768594,2632279.7478839895,1.6997964798518193,1548585.2448132264,105.0,5.0,244917.99718221926,0.00038092134212517557,1.54201620877
2019-03-17,461.0,131.0,18858284.849448472,23.198509711603194,812909.3240854229,2.292831283470565,354543.89075455884,50.0,15.0,-168867.19621898673,0.000377712216338,1.51779103117
2019-03-18,796.0,173.0,31198252.57386785,8.69360093429599,3588645.580773291,1.4242879069630359,2519606.859841451,127.0,136.0,1847528.1121269276,0.000372457533094,1.49948157631
2019-03-19,650.0,173.0,340138603.8443314,120.04721691101199,2833373.5058303555,2.304955771901072,1229252.8734698694,67.0,98.0,-227553.97103210702,0.000370190285255,1.507110554
2019-03-20,627.0,171.0,22367617.837593403,8.089083189424915,2765161.0588991367,2.1186495467329247,1305152.6446000303,70.0,82.0,-91207.13276602,0.00038295890638499996,1.56402780138
2019-03-21,779.0,222.0,39134305.42706055,13.317775648420165,2938501.6282131826,2.5572919035234825,1149067.740043465,89.0,65.0,7947.300260640181,0.000387455711259,1.5603891756100001
2019-03-22,693.0,202.0,20905011.14905971,11.163140193371058,1872681.9503237633,2.1087957339536683,888033.8290578644,79.0,57.0,288155.75668480224,0.000415456594429,1.66957875698
2019-03-23,846.0,271.0,117350076.12395808,29.14467979871528,4026466.4746507495,2.9331924694710763,1372724.9461324366,101.0,6.0,152953.52725423247,0.0004448246471019432,1.79509081768
2019-03-24,872.0,261.0,69524402.72666733,21.477402792446256,3237095.443920228,2.610996630211145,1239793.037824967,135.0,12.0,-40926.64225795646,0.00043210839144461175,1.7368982341099999
2019-03-25,722.0,200.0,32779203.147205383,16.62141746767289,1972106.3628272323,1.8757673066050167,1051359.8119995939,88.0,158.0,-399546.8108033578,0.000422688076865,1.6709649694
2019-03-26,624.0,169.0,128033774.2091384,68.24755026280151,1876020.072751586,2.2403064043488885,837394.415830733,79.0,109.0,207676.37680497655,0.000413611089713,1.64508423645
2019-03-27,761.0,221.0,26942334.393491704,12.055444321315095,2234868.634900105,2.358233091028546,947687.7597054513,104.0,108.0,3661.9630163403644,0.00044251426778500004,1.80613236248
2019-03-28,609.0,182.0,14480225.948444074,12.497664776653432,1158634.5295078007,2.7450164899532323,422086.54620050814,75.0,94.0,-137504.08668530855,0.00043404283344700004,1.7641876151
2019-03-29,948.0,264.0,166432892.2294756,37.19868139094103,4474161.072548313,2.3948410948437386,1868249.664740378,146.0,96.0,-510962.259567972,0.000482836415492,1.98420914498
2019-03-30,968.0,364.0,80784851.97421615,19.69104525616671,4102618.7753500035,3.070717313486831,1336045.7367179282,123.0,2.0,278372.8397148569,0.000460632676104,1.88785048463
2019-03-31,738.0,266.0,14521097.346952543,7.7408893628409965,1875895.219050532,2.4987760910061905,750725.6155533167,105.0,11.0,78735.41934825042,0.000451247024873,1.84921561671
2019-04-01,771.0,249.0,45532833.30258851,14.053687838233326,3239920.640525087,1.6992075843918273,1906724.4463157812,94.0,108.0,-998491.113482417,0.00044247170964800003,1.83620644594
2019-04-02,1226.0,342.0,36946203.5861625,5.903369973502112,6258493.665821278,2.8531717016011555,2193521.5684037227,162.0,67.0,528767.4446777118,0.00042760215620600003,2.08461949878
2019-04-03,1400.0,481.0,39882978.75435922,7.950416020888578,5016464.377407729,3.3240231939484226,1509154.4446923477,193.0,105.0,-85566.8921203028,0.0004035942742080702,2.00639133961
2019-04-04,993.0,275.0,29321288.07610597,8.710654791277,3366140.5231520375,2.7957490102287545,1204021.0014691541,147.0,181.0,253431.79088709556,0.00043417462798199996,2.13346206096
2019-04-05,1340.0,401.0,37846308.03336456,9.388072180105391,4031318.390751835,3.2666276873092293,1234091.7841397747,158.0,133.0,234824.99318753657,0.000490436049855,2.46978282379
2019-04-06,800.0,238.0,23106197.797017623,10.374890423066434,2227126.9242175063,2.551475689406244,872877.9715458627,129.0,28.0,83870.94326592454,0.000462431070313,2.33845033332
2019-04-07,853.0,230.0,26523715.798115846,14.043488818047454,1888684.2252496334,2.3163408878305787,815374.0389302226,76.0,3.0,-89038.49630658737,0.00045170134307199994,2.34502637878
2019-04-08,841.0,250.0,39539117.129607245,16.049782214666504,2463529.8224468054,3.4874135398175135,706405.9923836013,100.0,167.0,48401.194805955456,0.00044370471122600003,2.34452484038
2019-04-09,675.0,208.0,66467277.71287306,23.23576446923537,2860559.109250616,2.0070615043719777,1425247.3593955487,64.0,103.0,835878.7484968288,0.0004328105725491315,2.25276101588
2019-04-10,689.0,235.0,17591988.12252509,10.110169960494089,1740028.9205093996,2.4020311187684635,724398.9917172776,62.0,60.0,-70863.18785740128,0.000422008091043,2.24224014352
2019-04-11,947.0,411.0,48066979.18900104,22.644243514902158,2122701.920131189,2.480837820945487,855639.1321550386,162.0,45.0,-102925.30308953428,0.000397710845755,2.01142175132
2019-04-12,586.0,176.0,74556698.71940576,42.43717340564975,1756872.4006834975,2.352454122297783,746825.3616642079,67.0,14.0,22073.839344634882,0.000390401441136,1.98417220316
2019-04-13,490.0,145.0,12689266.652001947,16.3180449275362,777621.7499309124,2.19210251851379,354737.8570862317,54.0,8.0,-161025.03664432946,0.000379310121757,1.9285778336
